--------- beginning of main
04-13 17:14:26.004 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.009 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-035f000000f1/attribute/displayed
04-13 17:14:26.010 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.022 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.034 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-035f000000f1/attribute/content-desc
04-13 17:14:26.035 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.045 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.054 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-035c000000f1/attribute/displayed
04-13 17:14:26.054 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.058 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.062 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-035c000000f1/attribute/content-desc
04-13 17:14:26.063 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.066 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.070 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0289000000f1/attribute/displayed
04-13 17:14:26.071 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.074 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.078 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0289000000f1/attribute/content-desc
04-13 17:14:26.078 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.081 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.087 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0293000000f1/attribute/displayed
04-13 17:14:26.087 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.091 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.098 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0293000000f1/attribute/content-desc
04-13 17:14:26.098 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.104 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.108 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0251000000f1/attribute/displayed
04-13 17:14:26.109 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.112 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.116 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0251000000f1/attribute/content-desc
04-13 17:14:26.116 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.119 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.124 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-024d000000f1/attribute/displayed
04-13 17:14:26.124 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.128 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.131 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-024d000000f1/attribute/content-desc
04-13 17:14:26.132 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.135 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.139 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-022d000000f1/attribute/displayed
04-13 17:14:26.140 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.143 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.148 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-022d000000f1/attribute/content-desc
04-13 17:14:26.149 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.152 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.157 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0142000000f1/attribute/displayed
04-13 17:14:26.157 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.161 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.166 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0142000000f1/attribute/content-desc
04-13 17:14:26.166 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.169 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.174 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-01cc000000f1/attribute/displayed
04-13 17:14:26.175 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.179 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.184 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-01cc000000f1/attribute/content-desc
04-13 17:14:26.184 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.188 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.192 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-00a1000000f1/attribute/displayed
04-13 17:14:26.192 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.196 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.199 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-00a1000000f1/attribute/content-desc
04-13 17:14:26.200 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.203 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.206 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-ffff-ffff000000f3/attribute/displayed
04-13 17:14:26.207 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.211 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:26.214 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-ffff-ffff000000f3/attribute/content-desc
04-13 17:14:26.215 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:26.219 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:26.223 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/source
04-13 17:14:26.223 13971 14004 I appium  : Source command
04-13 17:14:26.223 13971 14004 I appium  : Waiting up to 10000ms for the device to idle
04-13 17:14:26.274 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"<?xml version='1.0' encoding='UTF-8' standalone='yes' ?>\r\n<hierarchy index=\"0\" class=\"hierarchy\" rotation=\"0\" width=\"1080\" height=\"2205\">\r\n  <android.widget.FrameLayout index=\"0\" package=\"com.moneybase.qa\" class=\"android…
04-13 17:14:26.298 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/screenshot
04-13 17:14:26.300 13971 14004 I appium  : CaptureScreenshot command
04-13 17:14:26.306 13971 14004 W tomator2.server: Accessing hidden method Landroid/view/Display;->getAddress()Landroid/view/DisplayAddress; (blocked, reflection, allowed)
04-13 17:14:26.307 13971 14004 W tomator2.server: Accessing hidden method Landroid/view/DisplayAddress$Physical;->getPhysicalDisplayId()J (blocked, reflection, allowed)
04-13 17:14:26.722 14737 14737 W BpBinder: Linking to death on android.gui.ISurfaceComposer but there are no threads (yet?) listening to incoming transactions. See ProcessState::startThreadPool and ProcessState::setThreadPoolMaxThreadCount. Generally you should setup the binder threadpool before other initialization steps.
04-13 17:14:26.724 14737 14737 W ProcessState: Extra binder thread started, but 0 threads requested. Do not use *startThreadPool when zero threads are requested.
04-13 17:14:26.772   160   160 I hwservicemanager: getTransport: Cannot find entry android.hardware.graphics.mapper@4.0::IMapper/default in either framework or device VINTF manifest.
04-13 17:14:26.772 14737 14741 I Gralloc4: mapper 4.x is not supported
04-13 17:14:26.854 14016 14107 D EGL_emulation: app_time_stats: avg=500.14ms min=498.19ms max=502.09ms count=2
04-13 17:14:26.950 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"iVBORw0KGgoAAAANSUhEUgAABDgAAAlgCAYAAABtGofVAAAAAXNSR0IArs4c6QAAAARzQklUCAgICHwIZIgAACAASURBVHic7N15eNTVvcfxT4aEEHYIWQiBBJGETYuiTUBFNCKiQNkVREnrwlI1PEJbett73ejtolhoEWvRAhZlka2ALBaquGBSAVFAIaAYE7JBWAKEhCxz/8idKZOZJJNkJsmZvF/PkzZz5vf7nZPJPJL…
04-13 17:14:26.973 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/source
04-13 17:14:26.975 13971 14004 I appium  : Source command
04-13 17:14:26.976 13971 14004 I appium  : Waiting up to 10000ms for the device to idle
04-13 17:14:27.078 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"<?xml version='1.0' encoding='UTF-8' standalone='yes' ?>\r\n<hierarchy index=\"0\" class=\"hierarchy\" rotation=\"0\" width=\"1080\" height=\"2205\">\r\n  <android.widget.FrameLayout index=\"0\" package=\"com.moneybase.qa\" class=\"android…
