--------- beginning of main
04-13 17:14:25.646 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:153)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:267)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:261)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:356)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:107)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:356)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:434)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:361)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:325)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:249)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:354)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:293)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:354)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1429)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:918)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:172)\n\tat io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.handle(AbstractNioChannel.java:445)\n\tat io.netty.channel.nio.NioIoHandler$DefaultNioRegistration.handle(NioIoHandler.java:388)\n\tat io.netty.channel.nio.NioIoHandler.processSelectedKey(NioIoHandler.java:596)\n\tat io.netty.channel.nio.NioIoHandler.processSelectedKeysOptimized(NioIoHandler.java:571)\n\tat io.netty.channel.nio.NioIoHandler.processSelectedKeys(NioIoHandler.java:512)\n\tat io.netty.channel.nio.NioIoHandler.run(NioIoHandler.java:484)\n\tat io.netty.channel.SingleThreadIoEventLoop.runIo(SingleThreadIoEventLoop.java:225)\n\tat io.netty.channel.SingleThreadIoEventLoop.run(SingleThreadIoEventLoop.java:196)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$5.run(SingleThreadEventExecutor.java:1195)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:1012)\n"}}
04-13 17:14:25.651 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-00f2000000f0/attribute/displayed
04-13 17:14:25.651 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.656 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:25.659 13971 14004 I appium  : channel read: POST /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element
04-13 17:14:25.660 13971 14004 I appium  : FindElement command
04-13 17:14:25.661 13971 14004 I appium  : method: 'xpath', selector: '//android.view.View[contains(@content-desc,"BMW")]'
04-13 17:14:25.661 13971 14004 I appium  : Waiting up to 10000ms for the device to idle
04-13 17:14:25.662 13971 14004 I appium  : The following attributes will be included to the page source: [content-desc]
04-13 17:14:25.693 13971 14004 I appium  : Took 0ms to retrieve 0 matches for '//android.view.View[contains(@content-desc,"BMW")]' XPath2 query
04-13 17:14:25.695 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:153)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:267)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:261)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:356)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:107)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:356)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:434)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:361)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:325)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:249)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:354)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:293)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:354)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1429)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:918)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:172)\n\tat io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.handle(AbstractNioChannel.java:445)\n\tat io.netty.channel.nio.NioIoHandler$DefaultNioRegistration.handle(NioIoHandler.java:388)\n\tat io.netty.channel.nio.NioIoHandler.processSelectedKey(NioIoHandler.java:596)\n\tat io.netty.channel.nio.NioIoHandler.processSelectedKeysOptimized(NioIoHandler.java:571)\n\tat io.netty.channel.nio.NioIoHandler.processSelectedKeys(NioIoHandler.java:512)\n\tat io.netty.channel.nio.NioIoHandler.run(NioIoHandler.java:484)\n\tat io.netty.channel.SingleThreadIoEventLoop.runIo(SingleThreadIoEventLoop.java:225)\n\tat io.netty.channel.SingleThreadIoEventLoop.run(SingleThreadIoEventLoop.java:196)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$5.run(SingleThreadEventExecutor.java:1195)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:1012)\n"}}
04-13 17:14:25.699 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-00f2000000f0/attribute/content-desc
04-13 17:14:25.699 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.704 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:25.707 13971 14004 I appium  : channel read: POST /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element
04-13 17:14:25.708 13971 14004 I appium  : FindElement command
04-13 17:14:25.708 13971 14004 I appium  : method: 'xpath', selector: '//*[contains(@content-desc,"BMW")]'
04-13 17:14:25.709 13971 14004 I appium  : Waiting up to 10000ms for the device to idle
04-13 17:14:25.710 13971 14004 I appium  : The following attributes will be included to the page source: [content-desc]
04-13 17:14:25.717 13971 13979 I tomator2.server: Method exceeds compiler instruction limit: 19264 in java_cup.runtime.Symbol org.eclipse.wst.xml.xpath2.processor.internal.CUP$XPathCup$actions.CUP$XPathCup$do_action(int, java_cup.runtime.lr_parser, java.util.Stack, int)
04-13 17:14:25.749 13971 14004 I appium  : Took 0ms to retrieve 0 matches for '//*[contains(@content-desc,"BMW")]' XPath2 query
04-13 17:14:25.750 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:153)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:267)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:261)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:356)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:107)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:356)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:434)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:361)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:325)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:249)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:354)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:293)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:354)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1429)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:918)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:172)\n\tat io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.handle(AbstractNioChannel.java:445)\n\tat io.netty.channel.nio.NioIoHandler$DefaultNioRegistration.handle(NioIoHandler.java:388)\n\tat io.netty.channel.nio.NioIoHandler.processSelectedKey(NioIoHandler.java:596)\n\tat io.netty.channel.nio.NioIoHandler.processSelectedKeysOptimized(NioIoHandler.java:571)\n\tat io.netty.channel.nio.NioIoHandler.processSelectedKeys(NioIoHandler.java:512)\n\tat io.netty.channel.nio.NioIoHandler.run(NioIoHandler.java:484)\n\tat io.netty.channel.SingleThreadIoEventLoop.runIo(SingleThreadIoEventLoop.java:225)\n\tat io.netty.channel.SingleThreadIoEventLoop.run(SingleThreadIoEventLoop.java:196)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$5.run(SingleThreadEventExecutor.java:1195)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:1012)\n"}}
04-13 17:14:25.755 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-ffff-ffff000000f0/attribute/displayed
04-13 17:14:25.755 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.759 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:25.768 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-ffff-ffff000000f0/attribute/content-desc
04-13 17:14:25.769 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.772 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:25.777 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-026b000000f1/attribute/displayed
04-13 17:14:25.777 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.781 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:25.786 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-026b000000f1/attribute/content-desc
04-13 17:14:25.787 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.789 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:25.797 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0059000000f1/attribute/displayed
04-13 17:14:25.798 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.801 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:25.805 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0059000000f1/attribute/content-desc
04-13 17:14:25.806 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.809 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:25.813 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-007e000000f1/attribute/displayed
04-13 17:14:25.813 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.816 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:25.820 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-007e000000f1/attribute/content-desc
04-13 17:14:25.821 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.823 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:25.828 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-025c000000f1/attribute/displayed
04-13 17:14:25.828 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.831 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":"true"}
04-13 17:14:25.837 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-025c000000f1/attribute/content-desc
04-13 17:14:25.838 13971 14004 I appium  : GetElementAttribute command
04-13 17:14:25.842 13971 14004 I appium  : AppiumResponse: {"sessionId":"071d7a88-c203-4118-9bf4-52866cd1f9ab","value":null}
04-13 17:14:25.847 13971 14004 I appium  : channel read: GET /session/071d7a88-c203-4118-9bf4-52866cd1f9ab/element/00000000-0000-009a-0000-0250000000f1/attribute/displayed
04-13 17:14:25.848 13971 14004 I appium  : GetElementAttribute command
